word,weight,number_of_words
gigil,-4,1
gigit,-2,1
gigolo,-5,1
gila,3,1
gila,-4,1
gila,-5,1
gila,-5,1
gila-gila,-4,1
gila-gilaan,2,1
gila-gilaan,-3,1
gilak,-4,1
gilas,-4,1
gili-gili,-3,1
giliran,3,1
gilo,-5,1
ginding,-4,1
gingsir,-3,1
giniin,-2,1
girang,3,1
girik,3,1
girik-girik,3,1
gita,2,1
gituan,-3,1
giwang,-1,1
gjd,-3,1
globe,1,1
globe,-3,1
gobar hati,-2,2
gobek,3,1
goblok,-5,1
goblok,-5,1
goda,2,1
goda,-3,1
godaan,-3,1
godain,-3,1
gogrok,-3,1
gohong,-3,1
gol,3,1
golak,-5,1
golek,-1,1
golongan atas,5,2
gombal,2,1
gombong,-3,1
gombrang,3,1
gombroh,3,1
gombrong,3,1
goncang,-3,1
gondok,-4,1
gone,-2,1
gonggong anjing,-3,2
gonjak,-5,1
gontai,1,1
gontok,-4,1
good,5,1
goodbye,-3,1
gorek api,-4,2
goreng,1,1
goreng,-2,1
gores,1,1
gores,-3,1
gorong-gorong,-4,1
gosah,-3,1
gosip,-5,1
gosok,-5,1
got,-3,1
goyah,-4,1
goyang,-4,1
grahita,3,1
gratifikasi,2,1
gratis,4,1
great,3,1
grecok,-4,1
gres,4,1
grip,-4,1
griya,-1,1
grogi,-4,1
grup,-4,1
gua,-3,1
guar,3,1
gubahan,3,1
gubris,3,1
gubris,-2,1
gubrisan,-2,1
gubuk,-2,1
gudi,4,1
gugah,2,1
gugah,-1,1
gugatan,-5,1
gugup,-5,1
gugur,1,1
gugur,-3,1
gugus,-4,1
gulana,-4,1
guling,-3,1
gulir,-3,1
gulung tikar,-5,2
guna,1,1
guncang,-3,1
guncangan,-2,1
gundah,-5,1
gundal,-3,1
gundik,-2,1
gunduk,-3,1
gundukan,-4,1
gunjingan,-5,1
guntang-guntang,3,1
guntur,-3,1
guram,-2,1
gurau,-4,1
gurauan,-4,1
gurih,1,1
guru,3,1
gurub,-5,1
gurufavorit,3,1
guruh,2,1
guruh,-3,1
gurun,-3,1
gusar,1,1
gusar,-3,1
gusti,4,1
gusur,-5,1
gutuk,4,1
guyon,-4,1
guys,1,1
gws,2,1
habis,3,1
habis,-3,1
habis akal,-5,2
habitat,-2,1
habituasi,1,1
hack,-4,1
hadang,-5,1
hadeh,-4,1
hadiah,4,1
hadiah,-3,1
hadir,2,1
hadir,-3,1
hadirin,-3,1
hai,3,1
haih,-4,1
hajar,-5,1
hajat,1,1
hajat,-5,1
hakam,-3,1
hakiki,-4,1
hakimah,4,1
halah,-5,1
halang,-3,1
halilintar,-3,1
hallo,4,1
halo,1,1
haloo,3,1
hama,-3,1
hamba Allah,3,2
hamba allah,3,2
hambar,-3,1
hambat,-4,1
hambur,-3,1
hamburan,-3,1
hamik,-3,1
hamil,-5,1
hampa,-5,1
hamparan,3,1
hamster,-3,1
hancai,-5,1
hancur lebur,-5,2
handai,3,1
handai,-4,1
hangat,4,1
hangat,-3,1
hangit,-5,1
hangus,-3,1
hantam,-5,1
hantam kromo,-4,2
hantaman,-3,1
hantu,3,1
hantu,-4,1
hanya,-3,1
happy,5,1
hapus,-3,1
harap,3,1
harap,-3,1
harap-harap,-5,1
harap-harap cemas,-3,2
hardik,-5,1
hardikan,-5,1
harga,3,1
harga diri,3,2
harkat,5,1
harmonis,3,1
harmonis,-1,1
harmonisasi,3,1
harmonisasiuniv,2,1
haru biru,-5,2
harum,5,1
harus,-5,1
hasad,2,1
hasad,-5,1
hasan,3,1
hasan,-4,1
hasil,3,1
hastag,1,1
hasud,-5,1
hate,-5,1
haters,-5,1
hati,2,1
hati,-2,1
hati-hati,2,1
hati-hati,-3,1
hatiku,2,1
hatiku,-2,1
hawa,-4,1
hawar,-5,1
hay,1,1
hayat,3,1
hayat,-2,1
hayo,4,1
hayoloh,-3,1
heban,4,1
heboh,1,1
heboh,-3,1
hebring,3,1
hello,2,1
helloo,1,1
hellooo,2,1
help,2,1
hemat,4,1
hemat,-3,1
hembus,-3,1
hempas,-4,1
hendak,1,1
hendak,-1,1
hendaknya,1,1
hendaknya,-1,1
hengkang,-4,1
henti,-4,1
henti tugas,-2,2
henyak,-4,1
heran,4,1
heran,-3,1
herbal,2,1
heula,-2,1
hi,1,1
hias,3,1
hiasan,3,1
hiatus,-2,1
hibah,4,1
hidang,2,1
hidu,-1,1
hidung,-5,1
hidup,2,1
hih,-4,1
hii,3,1
hiii,1,1
hijau,3,1
hikmah,2,1
hikmat,3,1
hilaf,-4,1
hilang,3,1
hilang,-4,1
hilang akal,-5,2
hilang arwah,-4,2
hilang hayat,-4,2
hilang ingat,-4,2
hilang ingatan,-4,2
hilang nyawa,-5,2
hilang pikiran,-4,2
hilang semangat,-4,2
hilir,4,1
himpit,1,1
himpit,-4,1
himpun,-3,1
himpunan,-4,1
hina,-5,1
hina aib,-4,2
hina rendah,-3,2
hinaan,-5,1
hinaan cacian,-5,2
hingar,2,1
hingar,-5,1
hipotesis,-3,1
hipotetis,3,1
hirap,-3,1
hiruk,1,1
hiruk,-4,1
hiruk-pikuk,4,1
hiruk-pikuk,-3,1
hirup,-3,1
hisap,-3,1
histeria,-5,1
histeris,-4,1
hitam,-4,1
hitung,1,1
hoax,-5,1
hoki,3,1
hoki,-3,1
homo,-5,1
homogen,2,1
hop,-5,1
horor,-5,1
hostel,1,1
hot,-4,1
hotel,1,1
hubung,1,1
hubung,-3,1
hubungan singkat,-4,2
huda,-3,1
huhuhu,-2,1
huhuu,-4,1
hujah,-4,1
hujan,1,1
hujan,-2,1
hujan gerimis,1,2
hujan ringan,2,2
hujat,-5,1
hujung,-3,1
hukum,3,1
hukum,-3,1
hulu,-3,1
hulubalang,3,1
huma,-4,1
huni,-3,1
hunjam,-4,1
hutan,3,1
hutang,-5,1
hy,1,1
iba,-5,1
ibadah,4,1
ibadat,4,1
iblis,-4,1
ibunda,3,1
ibunda,-5,1
idam,3,1
idam,-2,1
idaman,3,1
idap,-5,1
ideal,3,1
idih,-3,1
idiosinkratis,4,1
idiot,-5,1
idk,-3,1
idola,-3,1
iflix,1,1
ifrit,-4,1
igau,-3,1
igauan,-3,1
ihh,-5,1
ihhh,-4,1
ihhhh,-3,1
ihsan,4,1
ihwal,-4,1
iih,-5,1
ijab,2,1
ijab,-4,1
ijtihad,3,1
ikan kena tuba,-4,3
ikat,1,1
ikat,-5,1
ikat janji,3,2
ikat janji,-4,2
ikat rambut,-4,2
ikhlas,4,1
ikhtiar,3,1
ikhtiar,-4,1
iktifak,4,1
iktikad,2,1
iktikad,-4,1
ikut,-3,1
ikut serta,3,2
ikutan,4,1
ikutan,-3,1
ikut-ikutan,-3,1
ilang,-5,1
ilat,-5,1
ilmu,4,1
iluminasi,-3,1
ilusi,3,1
image,-2,1
imaji,3,1
imam,1,1
imam,-3,1
iman,3,1
iman,-3,1
imbal,1,1
imbalan,1,1
imbalan,-3,1
imbang,2,1
imbang,-3,1
imbas,-4,1
imbesil,-5,1
imbuh,1,1
iming-iming,-3,1
imitasi,3,1
imla,1,1
impas,-3,1
impian,3,1
implementasi,-4,1
implikasi,-3,1
import,2,1
impoten,-5,1
impulsif,3,1
imut,-1,1
imut-imut,4,1
imut-imut,-1,1
inai,-4,1
inap,2,1
inaugurasi,-3,1
inayat,4,1
incang-incut,-4,1
incess,-3,1
incit,-4,1
indah,3,1
indah,-2,1
indah ambang,4,2
indehoi,-3,1
indikasi,2,1
indikasi,-2,1
individual,4,1
indo,-3,1
indolen,-4,1
indolensi,-4,1
induk semang,-4,2
indusemen,-3,1
inersia,-4,1
infak,4,1
inferensi,3,1
inferior,-4,1
inferioritas,-5,1
infinit,3,1
influensa,-3,1
info,-3,1
informasi,2,1
informasi,-3,1
informasinya,2,1
inga,-4,1
ingar,-5,1
ingat,2,1
ingat,-3,1
ingatan,3,1
ingat-ingat,4,1
ingat-ingat,-3,1
ingetin,-2,1
ingkar,-4,1
ingsut,-3,1
inheren,-4,1
inhibisi,-4,1
inisiator,3,1
inisiator,-4,1
injakan,-3,1
injek,-3,1
inkarnasi,-1,1
inklinasi,-3,1
inklusif,1,1
inklusif,-2,1
inkorporasi,3,1
inovasi,4,1
insaf,2,1
insaf,-4,1
insane,-4,1
insentif,3,1
insentif,-3,1
insiden,1,1
insiden,-4,1
insinye,4,1
inspirasi,-3,1
instansi,-3,1
instingtif,3,1
instruksi,-3,1
insyaallah,2,1
intan,3,1
integrasi,3,1
intelektual,3,1
inteligen,1,1
inteligen,-4,1
intensi,3,1
intensif,2,1
intensif,-4,1
interaksi,3,1
interaksi,-2,1
interes,4,1
interferensi,2,1
interlokusi,-3,1
interpretasi,3,1
interupsi,3,1
intiha,-3,1
intim,2,1
intimidasi,-5,1
intrakalimat,-5,1
intrik,4,1
intrik,-3,1
intrinsik,-4,1
intuitif,3,1
invalid,-5,1
inventif,4,1
inventivitas,4,1
inventori,-3,1
invitasi,2,1
invite,1,1
ira,-3,1
irama,4,1
iri,-4,1
iri,-5,1
iri hati,-5,2
iringan,-4,1
iring-iringan,-4,1
iris,-4,1
irit,2,1
irit,-2,1
iritasi,1,1
irsyad,-3,1
isak,-5,1
isap jempol,-3,2
isapan jempol,-3,2
isbat,3,1
iseng,-3,1
ish,-4,1
isi,2,1
isi,-5,1
isi perut,3,2
islam,4,1
isotop,-3,1
istan,-5,1
istirahat,-2,1
isu,-1,1
isukan,-1,1
item,-4,1
itifak,4,1
itihad,3,1
itu,-2,1
itunya,-2,1
iyain,-2,1
iyak,-2,1
iyasih,-2,1
izin,-4,1
jaat,-3,1
jabang bayi,-3,2
jabat,-3,1
jablay,-5,1
jadi,1,1
jadi,-2,1
jadul,-3,1
jaga,2,1
jaga,-3,1
jaga-jaga,1,1
jaga-jaga,-3,1
jagalah,3,1
jago,3,1
jagoan,3,1
jahad,-4,1
jahanam,-5,1
jahat,-4,1
jahatin,-3,1
jahatnya,-4,1
jahil,-4,1
jahit,-5,1
jail,-4,1
jajah,-5,1
jajak,3,1
jajal,-4,1
jajaran genjang,-4,2
jala,3,1
jalan arteri,-4,2
jalan bebas hambat,2,3
jalan bebas hambat,-1,3
jalan bebas hambatan,2,3
jalan bebas hambatan,-1,3
jalan bentar,-4,2
jalan buka,3,2
jalan buntu,-4,2
jalan keluar,3,2
jalan layang,-4,2
jalan lingkar,-4,2
jalan protokol,-4,2
jalan raya,-4,2
jalan setapak,-4,2
jalan tengah,3,2
jalan terbuka,3,2
jalan tikus,-4,2
jalan tol,-4,2
jalanan,-4,1
jalang,-4,1
jalang,-5,1
jalanin,2,1
jali,2,1
jalu,-4,1
jalur,-4,1
jamah,-5,1
jaman,-2,1
jambak,-5,1
jambret,-5,1
jamhur,3,1
jamiah,1,1
jamik,3,1
jamil,2,1
jamin,-5,1
jancuk,-5,1
jangan,-3,1
jangankan,-1,1
jangann,-3,1
janggal,-4,1
jangka,3,1
jangkang,-5,1
jangkit,-5,1
jantan,5,1
jantung hati,-3,2
jarah,-4,1
jarak,3,1
jarak,-3,1
jaras,-5,1
jari,-4,1
jariji,-4,1
jaring,3,1
jaringan,3,1
jaringan,-4,1
jarum,-4,1
jaruman,-5,1
jasa,4,1
jaswadi,3,1
jatah,3,1
jatah,-1,1
jatohnya,-1,1
jatuh,1,1
jatuh,-3,1
jauh,-4,1
jauhin,-3,1
jawab,3,1
jawab,-5,1
jawaban,3,1
jawaban,-5,1
jawara,3,1
jawatan,-3,1
jaya,4,1
jealous,-3,1
jebakan,3,1
jebeh,-5,1
jeblok,-5,1
jeblos,1,1
jeblos,-4,1
jedot,-4,1
jejal,1,1
jejal,-3,1
jejap,-4,1
jelabak,-3,1
jelak,3,1
jelang,3,1
jelas,1,1
jelas,-3,1
jelata,-5,1
jelek,-5,1
jeli,4,1
jeli,-3,1
jelingah,-3,1
jelma,-3,1
jelukan,-3,1
jelus,-2,1
jemari,-4,1
jembalang,-4,1
jembatan,-4,1
jembel,-5,1
jempol,4,1
jempolan,4,1
jenak,1,1
jenaka,-3,1
jenang,4,1
jenazah,-4,1
jendala,-5,1
jendera,-4,1
jenewer,-4,1
jengkang,-5,1
jengkel,-4,1
jenguk,-2,1
jentaka,-5,1
jentelmen,3,1
jepit,-4,1
jeput,-3,1
jera,-3,1
jeran,-3,1
jerat semata,-3,2
jeraus,2,1
jeraus,-3,1
jerawat,-3,1
jereket,-3,1
jerepet,-3,1
jeri,-3,1
jeriji,-4,1
jeringing,-4,1
jerit,-3,1
jeritan,-5,1
jernih,4,1
jernih suasana,1,2
jerum,-4,1
jiawang,5,1
jibilah,4,1
jidur,3,1
jigong,-4,1
jigrah,3,1
jihad,3,1
jihat,-4,1
jiji,-4,1
jijik,-5,1
jilat,-3,1
jilatan,-3,1
jilbab,3,1
jilid,-5,1
jin,-3,1
jiplak,-3,1
jir,-3,1
jleb,-3,1
jobak,-3,1
jodoh,3,1
jodoh,-3,1
join,1,1
jolak,-3,1
joli,1,1
jomblo,1,1
jomblo,-3,1
jompo,-3,1
jones,-3,1
jongkok,-5,1
jorok,-5,1
jorong,-3,1
jotos,-5,1
jreng,3,1
juak-juak,5,1
jual,1,1
jual murah,-3,2
jualan,1,1
juang,3,1
juang,-3,1
judes,-4,1
judi,-4,1
judul,2,1
jujur,4,1
jujur,-1,1
julat,3,1
jumat,2,1
jumpa muka,3,2
jungkal,1,1
jungkal,-5,1
junior,-4,1
junjung,-2,1
junjungan,-2,1
juragan,-4,1
jurik,-4,1
juru damai,-3,2
juta,2,1
jutek,-5,1
jutekin,-5,1
juwita,-4,1
juz,-4,1
kabar,2,1
kabar,-3,1
kabar angin,-3,2
kabar burung,-5,2
kabeh,-2,1
kabil,-4,1
kabin,-3,1
kabinet,-3,1
kabung,1,1
kabung,-5,1
kabur,-2,1
kabut,-2,1
kacang botor,-3,2
kacangan,-4,1
kacek,-4,1
kaci,4,1
kacip,-3,1
kacrek,-3,1
kacuk,-4,1
kada,-3,1
kadam,-3,1
kadang,3,1
kadang-kadang,3,1
kadar,5,1
kado,2,1
kafe,-4,1
kafetaria,-4,1
kafilah,-4,1
kafir,-5,1
kagak,-3,1
kaget,3,1
kaget,-3,1
kagum,3,1
kagum,-1,1
kaidah,-4,1
kaisar,4,1
kait,1,1
kaitan,1,1
kaitan,-4,1
kaji,4,1
kajian,4,1
kakas,-3,1
kakek,3,1
kaki ayam,-3,2
kaki tangan,4,2
kalah,-4,1
kalang tanah,-2,2
kalang-kabut,-4,1
kalap,1,1
kalap,-3,1
kalau,-1,1
kalem,4,1
kalem,-2,1
kalimantang,-3,1
kalimat,-3,1
kalis,4,1
kalong,3,1
kalor,-4,1
kalut,-3,1
kam,2,1
kambing,-3,1
kambuh,-4,1
kamil,3,1
kampanye,3,1
kampit,-1,1
kampret,-5,1
kampret,-5,1
kampungan,-5,1
kanak-kanak anyir,-3,2
kandas,-5,1
kandis,4,1
kandut,-3,1
kangen,3,1
kangen,-3,1
kanjang,4,1
kanjeng sultan,4,2
kanji,-3,1
kantin,-4,1
kantong,1,1
kantong kering,-4,2
kantong perut,-5,2
kantong tipis,-4,2
kanun,-3,1
kaos,-4,1
kapabilitas,3,1
kapah,-2,1
kapal,-3,1
kapasitas,3,1
kapok,-3,1
kapuk,-3,1
karang,-3,1
karangan,-4,1
karavan,-4,1
kardinal,-4,1
karena,-3,1
karena Allah,2,2
karena allah,2,2
karib,4,1
karimah,4,1
karin,-2,1
karsa,3,1
karu,-5,1
karunia,4,1
karut,-5,1
karya,3,1
karyawan,3,1
kasad,1,1
kasam,-3,1
kasatmata,4,1
kasemat,-3,1
kasep,-4,1
kasi,-3,1
kasian,-3,1
kasih,2,1
kasih,-1,1
kasih sayang,5,2
kasih sayang,-1,2
kasihan,4,1
kasihan,-3,1
kasiku,-4,1
kasim,-4,1
kasip,-5,1
kasual,3,1
kasur,-4,1
kata,-1,1
kata-,-4,1
kata-kata,-4,1
katanya,-1,1
kaus,-4,1
kawaei,-2,1
kawakan,5,1
kawal,1,1
kawal,-2,1
kawula,-3,1
kaya,2,1
kaya,-2,1
kayak,-3,1
kayaknya,-3,1
kayangan,-5,1
kayanya,-2,1
ke belakang,-5,2
keahlian,3,1
keaiban,-5,1
keajaiban,-4,1
keaktifan,2,1
keampuhan,4,1
keanehan,-4,1
keasingan,-4,1
kebabaran,-2,1
kebaca,-1,1
kebahagiaan,4,1
kebaikan,4,1
kebajikan,4,1
kebalik,-3,1
kebangkitan,2,1
kebangkitan,-5,1
kebangunan,-5,1
kebanyakan,2,1
kebas,-3,1
kebat,-3,1
kebejatan,-5,1
kebentok,-4,1
keberuntungan,4,1
keberuntungan,-1,1
kebesaran,4,1
kebijakan,3,1
kebimbangan,-4,1
kebingungan,-3,1
kebirahan,-3,1
kebiri,-4,1
kebisaan,4,1
kebisuan,-4,1
kebo,-4,1
kebobrokan,-4,1
kebodohan,-3,1
kebolehan,2,1
kebun,-4,1
keburu,-3,1
keburukan,-5,1
kebusukan,-5,1
kebutuhan,4,1
kecabuhan,-3,1
kecabulan,-5,1
kecakapan,2,1
kecaman,-5,1
kecamuk,-4,1
kecantikan,2,1
kecantol,-3,1
kecap,-4,1
kecapan,-4,1
kecapekan,-3,1
kece,5,1
kece,-3,1
kecek,-3,1
kecelakaan,-5,1
kecemasan,-4,1
kecemerlangan,-1,1
kecepatan,4,1
kecerdikan,4,1
keceriaan,-1,1
kecerobohan,-5,1
kecil,-3,1
kecil hati,-4,2
kecintaan,-3,1
kecipir,-3,1
kecoa,-3,1
kecong,3,1
kecut,-4,1
kedai minuman,-4,2
kedai susu,4,2
kedaifan,-3,1
kedalaman,3,1
kedaluwarsa,-3,1
kedapatan,-2,1
kedengkian,-5,1
keder,-4,1
kediaman,2,1
kedinginan,-3,1
kedodoran,3,1
kedot,2,1
kedoyanan,3,1
kedukaan,-4,1
kedung,-3,1
keduniaan,1,1
keduniaan,-2,1
kedut,-4,1
keenakan,4,1
kegaduhan,-3,1
kegagahan,4,1
keganjilan,-4,1
kegedean,-2,1
kegegeran,-3,1
kegelisahan,-4,1
kegembiraan,4,1
kegemparan,-4,1
kegeruhan,-4,1
kegiatan,3,1
kegilaan,3,1
kegirangan,3,1
kegirangan keceriaan,4,2
kegunaan,4,1
kehadiran,3,1
kehampaan,-3,1
kehangatan,4,1
kehangatan,-4,1
kehebohan,1,1
kehebohan,-3,1
keheningan,-4,1
kehilangan,-4,1
kehinaan keaiban,-4,2
kehormatan,5,1
kehuru-haraan,-4,1
keikutsertaan,3,1
keinget,-2,1
kejadian,3,1
kejadian,-2,1
kejam,-4,1
kejangkitan,-4,1
kejar,-3,1
kejayaan,4,1
kejedot,-4,1
kejelasan,1,1
kejelekan,-5,1
kejepit,-4,1
kejernihan,-3,1
keji,-5,1
kejorokan,-5,1
kejuruan,3,1
kejut,3,1
kejut,-3,1
kejutan,3,1
kekacauan,-4,1
kekaguman,4,1
kekaguman,-1,1
kekal,3,1
kekang,-4,1
kekayaan,2,1
kekecewaan,-3,1
kekecohan,-5,1
kekejian,-5,1
kekekalan,3,1
kekeliruan,1,1
kekeliruan,-5,1
kekeluargaan,4,1
kekerabatan,3,1
kekerabatan,-4,1
kekeramatan,-5,1
kekerasan,-4,1
kekhawatiran,-4,1
kekhususan,3,1
keki,1,1
keki,-4,1
kekosongan,-3,1
kekotoran,-5,1
kekuatan,3,1
kekuatan batin,3,2
kekurangan,-3,1
kekusutan,-4,1
keladi,-3,1
kelahiran,3,1
kelainan,-4,1
kelajuan,4,1
kelakar,-4,1
kelam,-4,1
kelam kabut,-4,2
kelamaan,-4,1
kelambanan,-4,1
kelamin,-3,1
kelangkan,-3,1
kelapangan,3,1
kelar,3,1
kelas,-3,1
kelasah-kelusuh,-5,1
kelatahan,-5,1
kelati,-3,1
kelawasan,1,1
kelebihan,-3,1
kelelahan,-3,1
kelelawar,3,1
kelemahan,-4,1
kelembaman,-3,1
kelengangan,-4,1
kelengar,-4,1
kelepasan,3,1
kelesa,-4,1
kelesah,-5,1
kelesuan,-5,1
keletah,-3,1
keletihan,-3,1
kelezatan,4,1
keliatan,2,1
keliatan,-1,1
kelih,4,1
kelih,-3,1
kelilipan,3,1
kelimpahan,4,1
kelimut,-3,1
keling,-3,1
kelipar,-4,1
kelir,-3,1
keliru,1,1
keliru,-5,1
kelok,-2,1
kelompang,-3,1
kelompok,-5,1
kelonggaran,3,1
keloyoan,-3,1
kelu,-3,1
keluang,3,1
keluangan,3,1
keluar,-3,1
keluaran,3,1
keluarga,4,1
keluarga,-3,1
keluarkan,-3,1
keluasan,3,1
kelucahan,-5,1
kelucuan,3,1
keluhan,-3,1
kelusuh-kelasah,-5,1
kemahiran,4,1
kemakmuran,-3,1
kemaknagandaan,-3,1
kemalangan,-5,1
kemaluan,-3,1
kemamang,-4,1
kemampuan,4,1
kemandang,-3,1
kemangkakan,3,1
kemantapan,4,1
kemas,3,1
kemas,-2,1
kemaslahatan,4,1
kemasukan,-3,1
kemasygulan,-3,1
kemasyhuran,4,1
kematian,-5,1
kemayu,-3,1
kemban,-5,1
kembang,3,1
kembang-kempis,3,1
kembang-kempis,-4,1
kembar,-3,1
kembung,-3,1
kemegahan,4,1
kemerosotan,-5,1
kemesuman,-5,1
kemik,-3,1
kemiripan,2,1
kemiripan,-2,1
kempa,-3,1
kempes,-4,1
kemplang,-5,1
kempuh,5,1
kemudahan,3,1
kemudi,3,1
kemufakatan,3,1
kemunculan,3,1
kemunduran,-5,1
kemungkinan,-1,1
kemurahan,4,1
kemuraman,-5,1
kemurkaan,-5,1
kemurungan,-5,1
ken,3,1
ken,-2,1
kena,-3,1
kenahasan,-2,1
kenal,3,1
kenal,-2,1
kenamaan,5,1
kenan,2,1
kenan,-3,1
kenang,3,1
kenang,-2,1
kenangan,3,1
kenang-kenangan,3,1
kenang-kenangan,-2,1
kenapaaa,-3,1
kenapasih,-3,1
kencan,3,1
kencan,-4,1
kencang,3,1
kencang,-3,1
kenceng,-2,1
kencing,-3,1
kendati,-3,1
kendatipun,-3,1
kenduri,4,1
kenek,1,1
kenes,-3,1
kenestapaan,-3,1
kenikmatan,4,1
kenistaan,-5,1
kentara,1,1
kentara,-3,1
kentot,-5,1
kentut,-2,1
kenyam,1,1
kenyamanan,4,1
kenyang,3,1
kenyataannya,-2,1
kenyih,-4,1
keok,-2,1
keonaran,-5,1
kepala angin,-3,2
kepala udang,-3,2
kepalan,-5,1
kepalang,-3,1
kepandaian,4,1
kepanikan,-4,1
keparat,-5,1
kepatuhan,3,1
kepayahan,-3,1
kepedihan,-5,1
kepedulian,4,1
kepedulian,-2,1
kepelesiran,3,1
kepelikan,-4,1
kepenatan,-4,1
kepencet,-2,1
kepeng,-2,1
kepentingan,5,1
kepercayaan,3,1
kepercayaan,-3,1
keperihan,-5,1
keperluan,5,1
kepesatan,4,1
kepetangan,-3,1
kepialu,-4,1
kepiawaian,4,1
kepincangan,-4,1
kepindahan,-3,1
kepinding,-5,1
kepintaran,4,1
kepleset,3,1
kepleset,-4,1
kepo,2,1
kepo,-3,1
kepoin,2,1
kepompong,-5,1
keprihatinan,2,1
keprihatinan,-3,1
kepuasan,3,1
keputusan,4,1
keputusasaan,-5,1
kera,-3,1
kerabat,3,1
kerabat,-3,1
kerabit,-3,1
kerabu,-5,1
kerai,-4,1
kerajaan,-3,1
kerak,-2,1
kerakal,-3,1
keramat,-3,1
keran,-4,1
keras hati,1,2
keras hati,-3,2
keras kepala,-4,2
keras tulang,2,2
keras tulang,-2,2
kerasan,2,1
kerasan,-2,1
kerasukan,-5,1
kerat,-1,1
kerawanan,-4,1
kerbau,-3,1
kerdak,-4,1
kerekau,-3,1
kerelaan,-2,1
keremus,-4,1
kerepotan,-3,1
kereseng,-4,1
kereta,-4,1
keretakan,-4,1
keri,-4,1
keriaan,3,1
keriangan,4,1
keributan,-5,1
kerik,-3,1
kerikil,-3,1
kerinduan,2,1
kering,-3,1
keringanan,2,1
keris,-4,1
kerising,-4,1
keriuhan,-3,1
kerja,2,1
kerja keras,3,2
kerja keras,-5,2
kerja sama,4,2
kerjaan,2,1
kerjain,-3,1
kerjasama,3,1
kernyih,-4,1
kerok,-3,1
keropok,-3,1
keropos,-3,1
kerosek,-3,1
keroyok,1,1
keroyok,-4,1
kerubung,1,1
kerubung,-3,1
kerubut,-3,1
kerugian,-5,1
keruh,-4,1
kerukunan,3,1
kerumit,-5,1
kerumitan,-5,1
kerusuhan,-5,1
kerut,-2,1
kerut merut,-3,2
keruwetan,-4,1
kes,3,1
kesabaran,5,1
kesah,2,1
kesahihan,-3,1
kesal,4,1
kesal,-5,1
kesalahan,-5,1
kesambet,-3,1
kesatria,2,1
kesayuan,-2,1
kesebalikan,-2,1
kesebatan,4,1
kesediaan,1,1
kesedihan,-5,1
keseimbangan,4,1
kesejukan,-3,1
kesel,-5,1
keseleo,-3,1
kesemarakan,4,1
kesendirian,-4,1
kesenduan,-2,1
kesengsaraan,-5,1
kesenjangan,-4,1
kesentuhan,-3,1
kesenyapan,-4,1
kesepakatan,3,1
kesepakatan,-4,1
kesepian,-4,1
kesertaan,2,1
keseruan,3,1
keseser,-4,1
keset,-4,1
kesetanan,-3,1
kesetiaan,3,1
kesi,-3,1
kesialan,-5,1
kesian,-3,1
kesiannya,-4,1
kesibukan,-3,1
kesima,4,1
kesima,-1,1
kesimpulan,3,1
kesohor,5,1
kesomplok,-4,1
kestabilan,4,1
kesucian,-1,1
kesudahan,-3,1
kesudian,2,1
kesufian,4,1
kesukacitaan,3,1
kesukaran,-4,1
kesulitan,-5,1
kesuma,3,1
kesumat,-4,1
kesunyian,-3,1
kesuraman,-5,1
kesurupan,-5,1
kesusahan,-5,1
kesusupan,-2,1
ketaatan,3,1
ketaatan,-1,1
ketagihan,-3,1
ketahuan,-5,1
ketajaman,3,1
ketajaman,-2,1
ketaksaan,-5,1
ketakutan,-4,1
ketangkasan,4,1
ketapak,3,1
ketar,-3,1
ketat,-3,1
ketauan,-4,1
ketawa,4,1
keteguhan batin,3,2
keteguhan hati,3,2
ketelanjuran,-5,1
keteledoran,-4,1
ketemu,1,1
ketenangan,-4,1
ketenteraman,4,1
keterbukaan,5,1
keterikatan,4,1
keterkaitan,-3,1
keterlaluan,-5,1
keterlibatan,-3,1
ketertarikan,4,1
ketertiban,3,1
ketetapan hati,3,2
ketewasan,-3,1
ketiadaan,1,1
ketibaan,3,1
ketidakjelasan,-5,1
ketidaktentuan,-5,1
ketiduran,-3,1
ketimpangan,-4,1
ketinggalan,-3,1
ketinggian,-2,1
ketuat,-4,1
ketul,-3,1
ketulahan,-4,1
ketularan,-4,1
ketumbukan,-4,1
ketupat bangkahulu,-5,2
ketupat bengkulu,-5,2
ketus,-4,1
keuntungan,4,1
keurus,4,1
keurusan,4,1
kewalahan,-3,1
kgk,-3,1
khabis,-3,1
khafi,-5,1
khair,-4,1
khalas,3,1
khalifatullah,-4,1
khalis,4,1
khalwat,-3,1
kharab,-5,1
khas,4,1
khasi,-4,1
khasiat,4,1
khatimah,-3,1
khawatir,1,1
khawatir,-5,1
khayal,2,1
khayalan,4,1
khianat,-4,1
khilaf,-4,1
khinzir,-4,1
khisit,-5,1
khuluk,3,1
khusyuk,3,1
kial,-4,1
kiamat,-3,1
kias,4,1
kiat,3,1
kicau,3,1
kicauan,-4,1
kicik,-3,1
kicu,3,1
kidib,-3,1
kikir,4,1
kikis,-5,1
kilah,-4,1
kilang,-3,1
kilat,3,1
kilat,-2,1
kimah,5,1
kimak,-5,1
kincang,3,1
kincit,-5,1
kincung,3,1
kini,3,1
kiprah,3,1
kipu,4,1
kira,2,1
kira,-2,1
kirai,-3,1
kiranya,-1,1
kiri,-3,1
kirim,2,1
kisas,3,1
kisi,-3,1
kisikan,-3,1
kisi-kisi,-4,1
kismat,4,1
