word,weight,number_of_words
pemberadaban,-3,1
pemberian,2,1
pemberian,-3,1
pemberitahuan,-3,1
pemberon-takan,-4,1
pembersih,-4,1
pembesar,-2,1
pembiasaan,3,1
pembimbing,3,1
pembohong,-4,1
pembudayaan,-5,1
pembungkus,-3,1
pemburu,-5,1
pemenang,3,1
pemenangnya,4,1
pemerasan,-4,1
pemerdaya,-4,1
pemikiran,1,1
pemikiran,-3,1
pemilik,3,1
pemilikan,3,1
peminta-minta,-4,1
pemisah,-3,1
pemuaian,3,1
pemuda,2,1
pemuda,-1,1
pemudaan,2,1
pemudaan,-1,1
pemufakatan,4,1
pemuja,3,1
pemupusan,-3,1
penabalan,-3,1
penabung,3,1
penahan,3,1
penali,3,1
penambahan,2,1
penanda,-3,1
penandasan,3,1
penanganan,1,1
penanggalan,-4,1
penangguhan,3,1
penangguhan,-2,1
penanggulangan,2,1
penanggung,-4,1
penangkalan,4,1
penangkis,-3,1
penanti,3,1
penarah,-3,1
penarung,-4,1
penasaran,-3,1
penat,4,1
penat,-2,1
penata,-3,1
pencahayaan,-3,1
pencatat,3,1
pencatatan,3,1
pencedok,3,1
pencegah,2,1
pencegah,-3,1
pencegahan,4,1
pencemaran,-4,1
pencerahan,-3,1
pencet,-2,1
pencitraan,2,1
pencolek api,-4,2
pencucuk,-3,1
pencukuran,-4,1
pendaftaran,3,1
pendahuluan,3,1
pendahuluan,-1,1
pendalaman,4,1
pendamai,-3,1
pendapatan,2,1
pendapatan,-3,1
pendataan,3,1
pendek,1,1
pendek,-2,1
pendek akal,-3,2
pendek tali,-4,2
pendekar,3,1
penderitaan,-5,1
penderma,3,1
pendidik,3,1
pending,-3,1
pendongkrak,-3,1
pendukung,4,1
pendusta,-4,1
penegasan,3,1
penelik,-3,1
penengah,-3,1
penentuan,3,1
penerang,4,1
penerangan,2,1
penerangan,-3,1
penerima,2,1
penertiban,-2,1
pengacauan,-4,1
pengajar,3,1
pengakuan,2,1
pengakuan,-3,1
pengalaman,2,1
pengalasan,3,1
pengaman,2,1
pengamitan,-4,1
pengandaian,3,1
pengang,-3,1
penganggur,-4,1
pengangguran,-4,1
pengangkatan,-3,1
pengangkut,1,1
pengangkutan,-5,1
pengantara,-3,1
peng-antara,-3,1
pengap,-4,1
pengapit,4,1
pengar,-4,1
pengaruh,3,1
pengaruh,-2,1
pengasih,4,1
pengasih,-4,1
pengasuh,3,1
pengebat,-3,1
pengecoh,-4,1
pengejawantahan,-3,1
pengeluaran,-3,1
pengembangan,3,1
pengembangannya,3,1
pengen,3,1
pengen,-2,1
pengenalan,5,1
pengertian,3,1
pengesahan,-3,1
pengetahuan,4,1
pengetam,-3,1
penggabungan,3,1
penggali,-4,1
penggalian,4,1
pengganggu,-4,1
pengganti,3,1
pengganti,-3,1
penggaruk,-3,1
penggede,3,1
penggelapan,-4,1
penggentaran,1,1
penggentaran,-4,1
pengguguran,-3,1
pengguna,1,1
penggunaan,1,1
penghabisan,-3,1
penghalang,-5,1
penghambat,-5,1
penghapus,-3,1
penghapusan,-3,1
penghargaan,4,1
pengharmonisan,3,1
penghayatan,3,1
penghayatan,-2,1
penghidupan,2,1
penghilangan,-3,1
penghimpunan,3,1
penghinaan,-5,1
penghisapan,-4,1
penghormatan,-3,1
penghukuman arestasi,-3,2
penghuni,3,1
pengikat,-3,1
penginapan,2,1
pengindahan,-2,1
pengingkaran,-3,1
pengintai,-3,1
pengirim,1,1
pengiriman,-5,1
pengiring,-3,1
pengotoran,-4,1
penguasaan,3,1
pengukuhan,-3,1
pengukur,3,1
pengumpil,-3,1
pengumpulan,3,1
pengumuman,-3,1
pengungkit,-3,1
pengunjukan,-3,1
pengurus,3,1
peniadaan,-3,1
penimbunan,1,1
penindasan,-4,1
penindihan,-4,1
pening,-3,1
peninggalan,4,1
penipu,-4,1
penis,-5,1
peniti,-4,1
penjara,-4,1
penjelasan,3,1
penjelmaan,-3,1
penjenang,4,1
penjuru,-3,1
penobatan,-3,1
penodong,-5,1
penolak,-3,1
penolong,4,1
penongkat,3,1
penongkat senduk,-3,2
pensiun,-3,1
pental,-3,1
penting,3,1
penting,-4,1
pentung-pentungan,-4,1
penubuhan,-3,1
penuh sesak,-3,2
penumpang,-3,1
penumpil,3,1
penumpukan,1,1
penundukan,3,1
penunggu,3,1
penunggu,-2,1
penunggu dunia,2,2
penunjang,3,1
penurunan,-5,1
penurut,-3,1
penutup,-3,1
penutupan,-2,1
penutur bahasa,-3,2
penuturan,-3,1
penyadaran,-3,1
penyadur,-3,1
penyakit,-4,1
penyalut,-3,1
penyambut,2,1
penyangga,-3,1
penyanggah,-4,1
penyangkal,-4,1
penyantun,4,1
penyap,-3,1
penyatuan,3,1
penyatuan,-4,1
penyebab,-3,1
penyelarasan,3,1
penyelesaian,2,1
penyelewengan,-4,1
penyelidikan,-5,1
penyemat,-4,1
penyempurnaan,3,1
penyepelean,-4,1
penyepit,-3,1
penyeragaman,1,1
penyerasian,3,1
penyerobotan,3,1
penyertifikatan,-4,1
penyesuaian,3,1
penyigian,-3,1
penyimpan,3,1
penyimpangan,-4,1
penyinaran,-3,1
penyodok,-3,1
penyokong,3,1
penyudah,-2,1
penyudahan,-3,1
penyumbat,-3,1
penyungkit,-3,1
pepak,-3,1
pepat,-3,1
pepek,-5,1
pepet,-5,1
peradam,-5,1
peragaan,-3,1
perahu,-4,1
perai,3,1
perak,1,1
perak,-4,1
peran serta,3,2
peranakan,2,1
peranakan,-3,1
perang,-3,1
perang mulut,-5,2
perangsang,3,1
perangsang,-3,1
peranjat,-3,1
perantara,-4,1
perantaraan,4,1
perapian,-4,1
perata,2,1
perataan,2,1
perbaikan,3,1
perban,-3,1
perbantahan,-3,1
perbaraan,-4,1
perbedaan,-2,1
perbentrokan,5,1
perbincangan,2,1
perbincangan,-3,1
percabangan,-4,1
percaturan,-3,1
percaya,2,1
percaya diri,4,2
percaya diri,-1,2
percederaan,5,1
percekcokan,-4,1
percuma,4,1
percuma,-4,1
perdata,-3,1
perdebatan,-3,1
perdeo,4,1
perduli,4,1
pere,3,1
perebutan,1,1
perebutan,-3,1
perek,-5,1
perembukan,4,1
perempuan cantik,5,2
perenyak,-4,1
peres,-3,1
peresapan,3,1
peretel,-4,1
perfek,4,1
perfek,-1,1
pergabungan,-3,1
pergesekan,-4,1
pergeseran,5,1
pergi,1,1
pergi,-3,1
pergok,-5,1
perguaman,-4,1
perhatian,4,1
perhiasan,-4,1
perhimpunan,3,1
peri,3,1
peria,2,1
perian,3,1
perih,-4,1
periksa,-5,1
perilaku,2,1
perincian,3,1
pering,-3,1
peristiwa,2,1
peristiwa,-2,1
perit,-4,1
perjuangin,3,1
perkakas,-3,1
perkara,-4,1
perkasa,4,1
perkawinan,-3,1
perkembangan,2,1
perkembangan,-4,1
perkiraan,3,1
perkolasi,3,1
perkomplotan,4,1
perkomplotan,-4,1
perkumpulan,3,1
perkutut,-3,1
perlahan-lahan,-4,1
perlawanan,1,1
perlawanan,-5,1
perlengkapan,-3,1
perlina,-3,1
perlu,2,1
perlup,3,1
permadani,3,1
permai,-4,1
permanen,3,1
permata,3,1
permenungan,2,1
permenungan,-3,1
permufakatan,3,1
permukiman,3,1
permulaan,3,1
permulaan,-3,1
permusuhan,-5,1
pernik,3,1
perolehan,3,1
peronda,3,1
perosok,-4,1
perpaduan,4,1
perpanjangan,2,1
perpegangan,-2,1
persahabatan,4,1
persamaan,2,1
persangkutan,2,1
persangkutan,-4,1
persediaan,3,1
persediaan,-3,1
persekongkolan,4,1
persekongkolan,-3,1
persembahan,4,1
persembahan,-2,1
persen,2,1
persenan,2,1
persengketaan,-4,1
perseptif,3,1
perserikatan,3,1
perserupaan,4,1
persesuaian,4,1
persesuaian bunyi,-3,2
persetubuhan,-3,1
persiapan,2,1
persoalan,-3,1
personalitas,1,1
persuasi,-3,1
pertahanin,1,1
pertahankan,1,1
pertanda,4,1
pertemuan,3,1
pertentangan,-5,1
pertiwi,3,1
pertiwi,-3,1
pertolongan,4,1
pertukaran,1,1
pertumpahan,3,1
pertunjuk,-3,1
pertunjukan,-3,1
pertunjukan perasaan,-3,2
perubahan,4,1
perundungan,-4,1
peruntungan,4,1
peruntungan,-3,1
perus,-5,1
perusahaan,3,1
perusuhan,-4,1
perut,3,1
perwira,4,1
perwujudan,-3,1
pesam,4,1
pesan,2,1
pesan,-3,1
pesanggrahan,2,1
pesat,3,1
pesat,-2,1
pesawat,-3,1
peserta,-3,1
pesona,4,1
pesona,-1,1
pesta,4,1
pestaka,4,1
petah lidah,4,2
petaka,-4,1
petanda,-3,1
petes,4,1
petir,-3,1
petugas,-3,1
petung,-3,1
petus,-3,1
pgen,-1,1
php,-4,1
pialang,-3,1
pica,-4,1
pihak,-3,1
pijat-pijat,-5,1
pikat,-4,1
pikir,1,1
pikir,-2,1
pikiran tumpul,-3,2
pikul,-2,1
pikulan,-2,1
pikun,-4,1
pilak,-5,1
pilih,-2,1
pilihan,5,1
pilih-pilih,-3,1
pilon,-3,1
pilu,-5,1
pinak,-3,1
pincang,-4,1
pindah,1,1
pindah,-3,1
pinggir,-4,1
pinggul,4,1
pinggul,-3,1
pingin,2,1
pingsan,-3,1
pinisepuh,3,1
pinky,3,1
pinter,5,1
pinter,-1,1
pionir,3,1
pipis,-2,1
pipitan,-3,1
pisah,-3,1
pita,-4,1
pitnah,-3,1
piye,-3,1
please,-3,1
plong,3,1
plongah-plongoh,-3,1
plonga-plongo,-3,1
pls,-3,1
plus,2,1
pohon,-4,1
poin,2,1
pojok,-3,1
poko,-2,1
pokok,3,1
pokok,-3,1
pokoknya,-3,1
pokonya,-2,1
pokta,5,1
pol,-3,1
pola,3,1
polemik,3,1
politik,-1,1
polos,-2,1
polusi,-4,1
pongah,-5,1
pongsu,-4,1
poor,-4,1
pop,5,1
popokan,-4,1
populer,5,1
porak-poranda,-5,1
porno,-5,1
porsi,4,1
portofolio,2,1
pose,3,1
positif,4,1
potel,-5,1
potensi,3,1
potol,-4,1
potong,-2,1
potongan,-2,1
prabu,4,1
praduga,-3,1
prahara,-3,1
prajurit,2,1
prajurit,-5,1
prakiraan,3,1
praktis,4,1
pranatal,-3,1
prapendapat,-3,1
prasangka,1,1
prasangka,-3,1
prasarana,3,1
prasetia,3,1
prawira,4,1
prayojana,3,1
prediksi,3,1
prediksi,-1,1
preferensi,3,1
prei,3,1
preinan,3,1
premium,2,1
preseden,4,1
preseden,-2,1
presentasi,-3,1
pretel,-4,1
preventif,4,1
prigel,4,1
prihatin,2,1
prihatin,-3,1
prima,4,1
primadona,5,1
primbon,4,1
primer,-4,1
primitif,3,1
primitif,-4,1
prinsipil,-4,1
probabilitas,3,1
problem,-4,1
prodeo,4,1
produk,3,1
produktif,2,1
profit,4,1
profit,-1,1
profitabel,4,1
prominen,5,1
promo,3,1
promote,3,1
prosa,2,1
prosa,-4,1
prosais,-3,1
prosedur,-4,1
proses,1,1
prospek,3,1
protektor,3,1
protes,-3,1
proud,5,1
provokasi,1,1
proyeksi,3,1
pseudonim,2,1
puadai,4,1
puaka,-4,1
puas,3,1
puasa,-2,1
puatang,-5,1
pub,-4,1
publikasi,2,1
pucat,-4,1
pudar,2,1
pudar,-3,1
puisi,-3,1
puja,4,1
puji,4,1
pukal,3,1
pukang,-3,1
pukau,2,1
pukau,-1,1
pukauan,4,1
pukimak,-5,1
pukul,1,1
pukul,-4,1
pukulan,-3,1
pulak,-2,1
pulas,4,1
pulas,-1,1
pulsa,-3,1
pulut,3,1
pumpun,-3,1
pun,-3,1
punah,-4,1
puncak,-3,1
pundi,2,1
pundi-pundi,2,1
pundung,-4,1
punia,4,1
puntianak,-5,1
puntung,-3,1
punya,3,1
punya nama,5,2
pupus,-5,1
puputan,-3,1
purba,-3,1
purbasangka,-3,1
purna,3,1
purnama,2,1
purnama,-3,1
purusa,3,1
purwa,-2,1
pusaka,4,1
pusang,-5,1
pusat,3,1
pusing,-4,1
pusing keling,-5,2
pusink,-3,1
puspa,4,1
puspamala,-3,1
puspita,3,1
pustaka,4,1
pusu,-4,1
pusung,-3,1
putau,-3,1
puterin,1,1
putih,-4,1
putih tulang,-2,2
putus,3,1
putus,-5,1
putus akal,-5,2
putus jiwa,-5,2
putus kata,4,2
putus napas,-4,2
putus nyawa,-5,2
putus tali gantung,-2,3
putus usia,-3,2
putusan,3,1
puyan,-4,1
puyeng,-4,1
qada,-2,1
qadim,3,1
queen,2,1
quran,3,1
raba,1,1
raba,-3,1
rabak,-3,1
rabies,-4,1
rad,-3,1
radang,-4,1
radikal,-4,1
radikalis,3,1
radius,-4,1
radu,3,1
rafi,3,1
ragam,-4,1
ragu,-3,1
raguk,-3,1
ragu-ragu,-3,1
rahasia,3,1
rahasia,-2,1
rahayu,4,1
rahayu,-2,1
rahim,2,1
rahmat,-3,1
raib,-3,1
raih,2,1
raihan,2,1
rais,3,1
raiso,-3,1
rajah,1,1
rajam,-5,1
rajaman,-4,1
rajin,4,1
rajin,-3,1
rakaat,-4,1
rakitan,3,1
rama,3,1
ramah,5,1
ramah,-3,1
ramai,3,1
ramai,-5,1
ramaikan,3,1
ramal,-2,1
ramanda,3,1
rambang,-5,1
rame,2,1
rame,-2,1
rampak,-5,1
rampang,-2,1
rampas,-4,1
rampok,-5,1
rampuh,3,1
rampung,3,1
rana,4,1
ranai,-4,1
ranap,-5,1
rancak,5,1
rancak,-4,1
rancap,-4,1
rancau,-3,1
randek,-3,1
random,-4,1
rang,-3,1
rangkai,-4,1
rangkap,2,1
rangkap,-3,1
rangkul,-3,1
rangsang,-3,1
rani,4,1
rantai,-3,1
rantaian,-3,1
rantas,-3,1
rantus,-3,1
ranum,5,1
ranyah,-5,1
rapal,1,1
rapat,1,1
rapat,-3,1
rapet,-2,1
rapi,3,1
rapi,-2,1
rapun,-5,1
rasa,-2,1
rasa hati,-2,2
rasa malu,-4,2
rasai,1,1
rasain,-3,1
rasialisme,-5,1
rasio,1,1
rasio,-4,1
rasionalitas,-4,1
rasisme,-5,1
rasuk,2,1
rasuk,-3,1
rata,1,1
rata,-4,1
ratap,-3,1
ratapan,-3,1
ratna,2,1
ratu,2,1
rawa,4,1
rawak,-5,1
rawan,-5,1
rawat,3,1
rawat,-3,1
rayah,-5,1
rayu,-4,1
rayuan,-3,1
ready,1,1
reaksi,2,1
reaksi,-5,1
reaksioner,3,1
real,2,1
realisasi,-3,1
realistis,4,1
realitas,-3,1
reba,-5,1
rebah,2,1
rebah,-3,1
rebak,-3,1
rebeh,-5,1
rebet,-5,1
rebut,1,1
rebut,-3,1
reca,-3,1
receh,-4,1
recehan,-4,1
recok,4,1
recok,-3,1
redam,1,1
redam,-5,1
redang,-4,1
redik,-5,1
redup,-3,1
refleks,3,1
refleksi,3,1
refresh,2,1
regenerasi,4,1
regenerasi,-2,1
reguk,-3,1
rejeki,4,1
reka,1,1
reka,-2,1
rekaan,3,1
rekam,2,1
rekam,-3,1
rekan,4,1
rekan,-2,1
rekognisi,5,1
rekonsiliasi,4,1
reksa,3,1
rektifikasi,1,1
rela,5,1
rela,-3,1
relai,-5,1
relasi,3,1
relasi,-4,1
relevansi,2,1
relevansi,-4,1
religi,1,1
religiositas,3,1
relung,-2,1
rem,-5,1
remaja,-2,1
rembas,-5,1
rembuk,3,1
rembukan,3,1
remeh,4,1
remeh,-5,1
rempak,-4,1
remuk,-4,1
remuk redam,-5,2
renang,1,1
rencana,2,1
rencana,-4,1
rendah,-5,1
rengeh,-3,1
renggang,-3,1
rengkuh,1,1
rengkuhan,1,1
rengsa,-5,1
renjana,2,1
renjana,-2,1
renovasi,4,1
rentan,-4,1
renti,-3,1
renyang,-5,1
renyem,-3,1
reparasi,3,1
reply,2,1
repot,-5,1
represi,-4,1
reput,-3,1
reputasi,2,1
resah,-5,1
resam,3,1
resan,-5,1
resap,3,1
resap,-3,1
resek,-4,1
resep,3,1
reseptor,2,1
resesi,-5,1
residivis,-5,1
resistan,-2,1
resmi,2,1
resolusi,3,1
resonansi,-3,1
respon,2,1
respons,3,1
restan,-3,1
restoran,-4,1
resultan,-3,1
resurjensi,-5,1
retak,-4,1
retas,-3,1
retek,-3,1
revolusioner,3,1
revolusioner,-1,1
rewel,-4,1
reyot,-3,1
rezeki,3,1
ria,4,1
ria,-3,1
riah,3,1
riang,3,1
riang gembira,-3,2
rias,3,1
riasan,3,1
riba,-3,1
ribet,-4,1
ribut,4,1
ribut,-4,1
ricuh,3,1
ricuh,-4,1
rida,2,1
rida,-3,1
riil,4,1
rilis,3,1
rim,-3,1
rimba,3,1
rinai,1,1
rinding,-3,1
rindu,2,1
rindu,-3,1
rindunya,-2,1
ringan,2,1
ringan,-1,1
ringan kepala,2,2
ringan lidah,-4,2
ringan mulut,-4,2
ringan tangan,4,2
ringan tangan,-1,2
ringan tulang,5,2
ringkas,-2,1
ringkih,-4,1
ringkik,-3,1
ringkus,-5,1
rintik,-3,1
rintis,2,1
rintis,-2,1
rintisan,2,1
rintisan,-2,1
rip,-5,1
risa,-4,1
risi,-3,1
risiko,-3,1
riuk,-3,1
rizki,4,1
robek,-3,1
roboh,-5,1
roda,-5,1
rogoh,-3,1
rogok,-3,1
roh,4,1
roh jahat,-4,2
rohaniah,2,1
rokok,-3,1
romantis,4,1
rombak,-2,1
rombeng,-3,1
rombengan,-4,1
rombongan,-4,1
romong,-4,1
rompak,-5,1
rompeng,-4,1
rompes,-4,1
rompoh,-4,1
rompok,-2,1
rompong,-3,1
rompyok,-5,1
ronda,2,1
rongga,-3,1
ronggang,-3,1
rongkol,-5,1
rongseng,-4,1
rongsok,-3,1
rongsokan,-3,1
rontok,1,1
rontok,-3,1
rosak,-3,1
rotan,4,1
rua,-4,1
ruai,-4,1
ruak,-4,1
ruang,-3,1
ruat,-4,1
rubuh,-5,1
rucah,-5,1
rudapaksa,-4,1
rudin,-5,1
rugi,-5,1
ruji,3,1
rumah,3,1
rumah tangga,2,2
rumbing,-4,1
rumit,-5,1
rumor,-5,1
rumput,3,1
runcing,-4,1
rundung,-4,1
runtuh,-5,1
runtun,-5,1
runtut,3,1
runyam,-5,1
rupa,3,1
rupawan,5,1
rupawan,-1,1
rurut,-5,1
rusak,3,1
rusak,-4,1
rusak binasa,-4,2
rusuh,1,1
rusuh,-4,1
rusuhan,1,1
rusuk,-4,1
rute,2,1
rute,-4,1
ruwet,-4,1
ruyup,-5,1
sabak,-3,1
sabar,5,1
sabil,-4,1
sabit,-3,1
sad,-4,1
sadar,2,1
sadar,-1,1
sadis,-5,1
sadu,3,1
sadur,-3,1
safa,-4,1
safih,-4,1
safinah,-3,1
sahabat,4,1
sahabat,-4,1
sahabatku,3,1
sahabatnya,3,1
sahaja,2,1
sahara,-2,1
sahut,1,1
sahutan,1,1
sains,3,1
saiton,-5,1
saja,-3,1
sajak,2,1
sajak,-3,1
sajen,-4,1
saji,4,1
sakelek,4,1
sakit,-5,1
sakit hati,-3,2
sakit ingat,-4,2
sakit ingatan,-4,2
sakit jiwa,-4,2
sakitnya,-4,1
sakit-sakitan,-4,1
sakral,-2,1
saksama,2,1
saksama,-5,1
saksi,1,1
salah,-4,1
salah benang,-1,2
salah langkah,-3,2
salah tingkah,-4,2
salah urat,-3,2
salahku,-4,1
salak,-3,1
salamat,4,1
salambersama,1,1
salat,5,1
saldo,2,1
salim,4,1
salin,3,1
salin,-3,1
sama,3,1
sama sekali,-3,2
samad,3,1
samar,-5,1
sama-sama,-4,1
sambang,2,1
sambar,-3,1
sambaran,-3,1
sambat,-3,1
sambatan,4,1
sambel,-2,1
sambit,-5,1
sambung,-3,1
sambung tangan,4,2
sambungan jiwa,-3,2
sambungan tangan,4,2
sambut,3,1
sambutan,3,1
sami,3,1
sampah,-4,1
sampai,2,1
sampai,-4,1
sampai hati,-2,2
sampai rasa,-2,2
sampean,-4,1
samping,-4,1
sampuk,-3,1
sampul,-3,1
sampur,-3,1
samseng,3,1
samun,3,1
sandaran,3,1
sanding,-2,1
sandung,-5,1
sange,-5,1
sanggama,-2,1
sanggit,-3,1
sanggup,2,1
sangit,-5,1
sangka,3,1
sangka,-3,1
sangkil,4,1
sangkut,2,1
sangkut,-4,1
sangkut-paut,3,1
sangkut-paut,-4,1
sangsi,1,1
sangsi,-5,1
sani,3,1
sanjung,2,1
sano,-4,1
santai,2,1
santer,4,1
santet,-5,1
santiran,3,1
santun,4,1
santun,-2,1
santunan,3,1
santunan,-2,1
sapi,-3,1
sapi jantan,-3,2
sapit,-3,1
sapu,-3,1
sara,-3,1
sara bara,-5,2
sarak,-3,1
saran,2,1
saran,-3,1
sarangan,-3,1
sarannya,1,1
sarap,3,1
sarau,-5,1
sarik,-3,1
sarit,-4,1
sarju,4,1
saruk,4,1
sarung,-3,1
sasana,-3,1
sastra,2,1
satelit,-3,1
satir,1,1
satir,-2,1
satire,-3,1
satria,4,1
satria,-1,1
satu,3,1
satu,-1,1
sauk,3,1
saum,-2,1
sawala,3,1
sawat,-5,1
say,1,1
saya,-3,1
sayang,3,1
sayang,-3,1
sayangnya,1,1
sayangnya,-3,1
sayap,-4,1
sayat,-4,1
sayid,3,1
sayid,-1,1
sayu,-3,1
sayu rawan,-3,2
sayu rayu,-3,2
sayup,-3,1
seandainya,-1,1
searah,1,1
sebab,3,1
sebab,-2,1
sebagai,-3,1
sebanding,3,1
sebanding,-3,1
sebandung,3,1
sebaran,-3,1
sebarang,-2,1
sebat,1,1
sebat,-3,1
sebel,-5,1
sebelah,-4,1
sebenarnya,4,1
sebenernya,1,1
sebenernya,-1,1
sebentar,-2,1
seberang,-3,1
sebetulnya,4,1
sebit,-4,1
sebukan,3,1
secepatnya,3,1
sedap,5,1
sedat,-4,1
sedeng,3,1
sedeng,-2,1
sederhana,3,1
sederhana,-5,1
sedi,-2,1
sedia,2,1
sediaan,-3,1
sedih,-5,1
sedihhh,-5,1
sedihnya,-5,1
sedikit,-4,1
sedikit-dikitnya,-3,1
sedu,-5,1
seemak,3,1
seenak,-4,1
seenaknya,-4,1
segar,4,1
segeh,3,1
segenap,2,1
segera,3,1
segera,-3,1
segi,-4,1
segitu,-3,1
segitunya,-3,1
sehat,4,1
sehat,-1,1
seia,3,1
seibu,3,1
seindah,3,1
sejadah,3,1
sejati,3,1
sejenak,1,1
sekadar,-3,1
sekah,3,1
sekali,-1,1
sekali-kali,3,1
sekam,3,1
sekam,-3,1
sekar,5,1
sekata,3,1
sekedup,-3,1
seko,-3,1
sekolah,3,1
sekongkol,-4,1
sekongkolan,-4,1
sekop,-3,1
seksi,-3,1
seksologis,-2,1
seksualitas,-5,1
sekurang-kurangnya,-3,1
sekutu,-3,1
seladang,-3,1
selagi,-2,1
selamat,5,1
selamatan,4,1
selap,-3,1
selaras,3,1
selawat,3,1
selayaknya,3,1
selebaran,-3,1
seleder,-5,1
selekeh,-5,1
selektif,-3,1
selempang,-5,1
selenggara,3,1
selengkapnya,1,1
selera,3,1
selerang,-5,1
selesa,3,1
selesai,2,1
selesai,-4,1
selesma,-3,1
seleweng,-5,1
selfie,2,1
selia,-4,1
selidik,2,1
selidik,-3,1
selingkuh,-5,1
selingkuhan,-5,1
selir,-4,1
selisih,-4,1
selit-belit,-3,1
selokan,-4,1
seloroh,3,1
selubung,-5,1
seluk beluk,-4,2
seluk-beluk,-4,1
selulur,-2,1
seluruhnya,-3,1
selusur,-3,1
semak hati,-5,2
semakin,2,1
semak-semak,3,1
seman,-5,1
semangat,4,1
semangat,-1,1
semangatin,-1,1
semaput,-4,1
semarak,3,1
semata-mata,-2,1
semaunya,-3,1
semayam,-3,1
sembah,-2,1
sembahyang,5,1
sembahyangan,4,1
sembam,-4,1
sembarang,-4,1
sembarangan,-4,1
sember,-4,1
sembir,4,1
semboyan,2,1
sembrono,-5,1
sembuh,4,1
sembul,1,1
sembul,-3,1
sembunyi-sembunyi,-4,1
sembur,1,1
sembur,-3,1
semburan,-4,1
semena,-3,1
semena-mena,-5,1
semenggah,-5,1
sementara,-4,1
sementung,-5,1
semerbak,2,1
semi,2,1
semi,-2,1
semok,-4,1
sempelah,-4,1
sempena hati,4,2
sempit,-4,1
semprot,-5,1
semprotan,-5,1
sempuras,-3,1
sempurna,3,1
sempurna,-3,1
semrawut,-5,1
semringah,4,1
semu,3,1
semua,-3,1
semuanya,-3,1
senang,5,1
senang,-4,1
senat,-3,1
sendal,-3,1
sendiri,-3,1
sendirian,-3,1
sendu,-2,1
seneng,5,1
seneng,-1,1
senengnya,-1,1
senewen,-4,1
sengaja,-2,1
sengal,-4,1
senging,-5,1
sengsara,-5,1
seni,1,1
seni,-4,1
senior,-3,1
senjang,1,1
senjang,-4,1
senonoh,-5,1
sensasi,-5,1
sensi,-4,1
sensibel,2,1
sensitif,1,1
sentakan,-5,1
senteng,-5,1
sentilan,-5,1
sentimen,-3,1
sentong,-3,1
sentosa,5,1
sentuh,1,1
sentuh,-2,1
sentuh asa,-1,2
sentuk,-4,1
senyampang,-4,1
senyap,1,1
senyap,-4,1
senyum,2,1
senyum,-1,1
senyuman,4,1
senyumin,3,1
senyumnya,3,1
senyur,-4,1
sepada,3,1
sepak,-3,1
sepakat,4,1
sepantar,1,1
sepantasnya,2,1
separuh,-3,1
sepatu,3,1
sepatutnya,2,1
sepele,4,1
sepele,-4,1
sepenuhnya,-3,1
seperti,-1,1
sepertinya,-2,1
sepi,-3,1
sepihak,-3,1
sepit,-3,1
sepuh,1,1
sepuh,-3,1
serabutan,-5,1
seraga,-3,1
seragam,1,1
serah,2,1
serah,-3,1
serak,-4,1
serakan,-3,1
seram,-4,1
serampangan,-5,1
serampu,-3,1
seranah,-3,1
serang,-4,1
serangan,-3,1
serapah,4,1
serapah,-4,1
serasi,4,1
serasi,-4,1
serawak,-3,1
seraya,4,1
serbasama,3,1
serbaserbi,3,1
serem,-5,1
seremeh,3,1
serempak,3,1
serenging,-5,1
serengit,-4,1
serentak,3,1
serep,2,1
serik,-3,1
serindai,-5,1
sering,3,1
seringai,4,1
seringai,-4,1
seringing,-4,1
serius,-5,1
sero,3,1
serobot,-3,1
serong,-4,1
serpihan,-4,1
serta,2,1
serta-merta,3,1
seru,5,1
seru,-5,1
seruh,2,1
seruh,-2,1
serunda,2,1
serundai,2,1
serupa,-3,1
serutu,-3,1
servis,3,1
sesaji,4,1
sesak,-3,1
sesal,1,1
sesal,-4,1
sesalan,1,1
sesalan,-5,1
sesambat,5,1
sesambat,-3,1
sesat,-4,1
sesat akal,-2,2
sesat pusat,-4,2
se-sat pusat,-4,2
sesuai,3,1
setan,-4,1
setan,-5,1
setara,2,1
setek,-4,1
setengah,-3,1
seteru,-4,1
setia,-4,1
setimbang,-3,1
setimpal,2,1
setimpal,-5,1
setip,-3,1
setir,1,1
setuju,4,1
setuju,-3,1
setujuan,4,1
sewajarnya,2,1
sewal,-5,1
sewenang-wenang,-5,1
sewot,1,1
sewot,-5,1
shabu-shabu,-3,1
shalat,4,1
sharing,3,1
shiawase,2,1
shit,-5,1
sholat,5,1
show,2,1
shy,-3,1
si dia,-3,2
si fulan,-3,2
si polan,-3,2
sia,-5,1
sial,-5,1
sial,-5,1
sialan,-5,1
sialan,-5,1
sian,-3,1
siap,1,1
siapa,1,1
siapa,-2,1
siapanya,-2,1
siaran,-3,1
sia-sia,-4,1
sibuk,4,1
sibuk,-3,1
sidang,1,1
sidang,-3,1
sidik midik,-3,2
sifer,-3,1
sigap,4,1
sigap,-3,1
sigar,-3,1
signifikansi,2,1
signifikansi,-4,1
sihh,-2,1
sikap,2,1
sikit,-3,1
siklon,-4,1
siksa,-5,1
siksaan,-5,1
sila,1,1
sila,-4,1
silah,3,1
silahkan,3,1
silakan,1,1
silam,-4,1
silang,-4,1
silang pendapat,3,2
silang selisih,1,2
silang selisih,-4,2
silang sengketa,-4,2
silap,-4,1
